p_Actinobacteria,4.78742
p_Actinobacteria,0.04078
p_Actinobacteria,0.50891
p_Actinobacteria,0.31515
p_Actinobacteria,1.18499
p_Actinobacteria,5.50569
p_Actinobacteria,0.12466
p_Actinobacteria,2.10752
p_Actinobacteria,1.17068
p_Actinobacteria,6.67254
p_Actinobacteria,5.5664
p_Actinobacteria,0.2544
p_Actinobacteria,0.80071
p_Actinobacteria,0.43451
p_Actinobacteria,1.33408
p_Actinobacteria,14.3714
p_Actinobacteria,0.42837
p_Actinobacteria,0.21989
p_Actinobacteria,1.02585
p_Actinobacteria,0.18199
p_Actinobacteria,1.39192
p_Actinobacteria,0.44981
p_Actinobacteria,2.1858
p_Actinobacteria,3.27048
p_Actinobacteria,0.32393
p_Actinobacteria,0.65905
p_Actinobacteria,0.13202
p_Actinobacteria,0.33116
p_Actinobacteria,6.82127
p_Actinobacteria,0.22553
p_Actinobacteria,7.56507
p_Actinobacteria,0.32237
p_Actinobacteria,0.4072
p_Actinobacteria,0.07337
p_Actinobacteria,5.84379
p_Actinobacteria,0.54522
p_Actinobacteria,0.61854
p_Actinobacteria,9.95025
p_Actinobacteria,3.46638
p_Actinobacteria,11.52084
p_Actinobacteria,1.04742
p_Actinobacteria,0.30627
p_Actinobacteria,2.18684
p_Actinobacteria,4.99978
p_Actinobacteria,2.78808
p_Actinobacteria,3.07914
p_Actinobacteria,0.48769
p_Actinobacteria,0.29954
p_Actinobacteria,0.95246
p_Actinobacteria,0.47247
p_Actinobacteria,1.20295
p_Actinobacteria,1.35306
p_Actinobacteria,1.23933
p_Actinobacteria,0.09047
p_Actinobacteria,2.33244
p_Actinobacteria,0.58436
p_Actinobacteria,1.59041
p_Actinobacteria,0.75003
p_Actinobacteria,1.15911
p_Actinobacteria,28.77464
p_Actinobacteria,0.20544
p_Actinobacteria,1.59103
p_Actinobacteria,0.93607
p_Actinobacteria,1.10314
p_Actinobacteria,14.64875
p_Actinobacteria,1.26119
p_Actinobacteria,18.79706
p_Actinobacteria,0.26041
p_Actinobacteria,2.51816
p_Actinobacteria,0.12341
p_Actinobacteria,0.58675
p_Actinobacteria,0.14372
p_Actinobacteria,1.85842
p_Actinobacteria,1.0615
p_Actinobacteria,2.23961
p_Actinobacteria,2.54098
p_Actinobacteria,2.15128
p_Actinobacteria,0.64478
p_Actinobacteria,10.34329
p_Actinobacteria,0
p_Actinobacteria,0.26428
p_Actinobacteria,0.50128
p_Actinobacteria,3.31842
p_Actinobacteria,0.08108
p_Actinobacteria,0.82322
p_Actinobacteria,3.96216
p_Actinobacteria,2.05574
p_Actinobacteria,0.68658
p_Actinobacteria,0.22038
p_Actinobacteria,3.35929
p_Actinobacteria,0.33662
p_Actinobacteria,1.15771
p_Actinobacteria,0.36656
p_Actinobacteria,5.18987
p_Actinobacteria,0.54676
p_Actinobacteria,3.40458
p_Actinobacteria,0.18559
p_Actinobacteria,5.10677
p_Actinobacteria,2.1517
p_Actinobacteria,0.46083
p_Actinobacteria,0.28466
p_Actinobacteria,0.32632
p_Actinobacteria,0.09267
p_Actinobacteria,1.29299
p_Actinobacteria,3.91857
p_Actinobacteria,0.01975
p_Actinobacteria,0.41678
p_Actinobacteria,2.04489
p_Actinobacteria,0.02368
p_Actinobacteria,0.24807
p_Actinobacteria,0.09108
p_Actinobacteria,15.77758
p_Actinobacteria,22.58771
p_Actinobacteria,8.92418
p_Actinobacteria,48.0128
p_Actinobacteria,7.42636
p_Actinobacteria,1.7203
p_Actinobacteria,62.84661
p_Actinobacteria,14.82656
p_Actinobacteria,0.11871
p_Actinobacteria,0.17772
p_Actinobacteria,0.66742
p_Actinobacteria,0.17783
p_Actinobacteria,15.03564
p_Actinobacteria,9.44659
p_Actinobacteria,0.71159
p_Actinobacteria,0.94857
p_Actinobacteria,0.54935
p_Actinobacteria,0.11969
p_Actinobacteria,0.06837
p_Actinobacteria,7.34794
p_Actinobacteria,0.13009
p_Actinobacteria,0.14466
p_Actinobacteria,2.30095
p_Actinobacteria,0.19027
p_Actinobacteria,28.71917
p_Actinobacteria,0.17626
p_Actinobacteria,17.58633
